data,trip_creation_time,route_schedule_uuid,route_type,trip_uuid,source_center,source_name,destination_center,destination_name,od_start_time,od_end_time,start_scan_to_end_scan,is_cutoff,cutoff_factor,cutoff_timestamp,actual_distance_to_destination,actual_time,osrm_time,osrm_distance,factor,segment_actual_time,segment_osrm_time,segment_osrm_distance,segment_factor
training,2018-09-16 20:41:27.876185,thanos::sroute:3c871f3c-aef5-4596-ac9e-0eb35911e5f7,Carting,trip-153713048787587655,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-16 20:41:27.876185,2018-09-16 22:50:00.840647,128.0,True,9,2018-09-16 22:22:26,9.660948962780752,18.0,11.0,14.1008,1.6363636363636365,18.0,11.0,14.1008,1.6363636363636365
training,2018-09-16 20:41:27.876185,thanos::sroute:3c871f3c-aef5-4596-ac9e-0eb35911e5f7,Carting,trip-153713048787587655,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-16 20:41:27.876185,2018-09-16 22:50:00.840647,128.0,True,18,2018-09-16 22:10:26,18.363435202668736,30.0,20.0,23.7555,1.5,12.0,8.0,9.6548,1.5
training,2018-09-16 20:41:27.876185,thanos::sroute:3c871f3c-aef5-4596-ac9e-0eb35911e5f7,Carting,trip-153713048787587655,IND110037AAM,Delhi_Airport_H (Delhi),IND121004AAB,FBD_Balabhgarh_DPC (Haryana),2018-09-16 20:41:27.876185,2018-09-16 22:50:00.840647,128.0,False,20,2018-09-16 21:56:25,20.823000632722422,44.0,28.0,30.0189,1.5714285714285714,14.0,7.0,6.2634,2.0
training,2018-09-14 23:55:37.308232,thanos::sroute:9bf03170-d0a2-4a3f-aa4d-9aaab3d98af4,Carting,trip-153696933730795169,IND600056AAA,Chennai_Poonamallee (Tamil Nadu),IND602105AAB,Chennai_Sriperumbudur_Dc (Tamil Nadu),2018-09-15 02:04:38.900520,2018-09-15 02:56:52.780890,52.0,True,9,2018-09-15 02:21:27,9.849233986263076,31.0,7.0,10.1567,4.428571428571429,31.0,7.0,10.1567,4.428571428571429
training,2018-09-14 23:55:37.308232,thanos::sroute:9bf03170-d0a2-4a3f-aa4d-9aaab3d98af4,Carting,trip-153696933730795169,IND600056AAA,Chennai_Poonamallee (Tamil Nadu),IND602105AAB,Chennai_Sriperumbudur_Dc (Tamil Nadu),2018-09-15 02:04:38.900520,2018-09-15 02:56:52.780890,52.0,False,16,2018-09-15 02:09:28,16.22335783153088,43.0,12.0,16.7255,3.583333333333333,11.0,4.0,6.568899999999999,2.75
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),2018-09-12 19:05:37.146083,2018-09-12 22:39:23.202962,213.0,True,9,2018-09-12 22:19:20,10.374196023834251,18.0,9.0,11.7124,2.0,18.0,9.0,11.7124,2.0
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),2018-09-12 19:05:37.146083,2018-09-12 22:39:23.202962,213.0,True,18,2018-09-12 22:09:22,18.26073499592919,27.0,15.0,20.172400000000003,1.8,9.0,6.0,8.46,1.5
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),2018-09-12 19:05:37.146083,2018-09-12 22:39:23.202962,213.0,True,27,2018-09-12 21:59:21,27.80163907100695,37.0,22.0,30.0645,1.681818181818182,10.0,7.0,9.8921,1.4285714285714286
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),2018-09-12 19:05:37.146083,2018-09-12 22:39:23.202962,213.0,True,36,2018-09-12 21:43:22,36.31727065921445,53.0,35.0,42.5938,1.5142857142857142,15.0,12.0,12.5293,1.25
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),2018-09-12 19:05:37.146083,2018-09-12 22:39:23.202962,213.0,False,36,2018-09-12 21:43:22,36.61226904099381,53.0,35.0,42.5938,1.5142857142857142,0.0,0.0,0.0,-1.0
training,2018-09-12 19:05:37.146083,thanos::sroute:f6ae2fa2-29ba-4865-b25f-fbcbbdbc9dc9,Carting,trip-153677913714575972,IND600008AAC,Chennai_Egmore_DPC (Tamil Nadu),IND600056AAB,MAA_Poonamallee_HB (Tamil Nadu),2018-09-12 22:39:23.202962,2018-09-13 02:03:41.558208,204.0,False,37,2018-09-12 22:51:21,37.70085951102702,184.0,38.0,45.189800000000005,4.842105263157895,184.0,38.0,45.189800000000005,4.842105263157895
training,2018-09-15 05:46:36.196159,thanos::sroute:54e99fa1-a23e-4af7-b875-f574319b666b,Carting,trip-153699039619578095,IND500008AAC,Hyderabad_Tolichwk_I (Telangana),IND501359AAE,Hyderabad_Shamshbd_H (Telangana),2018-09-15 05:46:36.196159,2018-09-15 11:33:36.979885,347.0,False,18,2018-09-15 05:57:31,18.084252646768125,325.0,22.0,24.5107,14.772727272727272,325.0,22.0,24.5107,14.772727272727272
training,2018-09-14 21:02:46.842183,thanos::sroute:91f4f4b6-8d2c-4965-bb1e-e20d530b52fd,Carting,trip-153695896684177060,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-14 21:02:46.842183,2018-09-14 22:33:42.038623,90.0,True,9,2018-09-14 22:13:22,9.34159618291391,15.0,17.0,14.6119,0.8823529411764706,15.0,17.0,14.6119,0.8823529411764706
training,2018-09-14 21:02:46.842183,thanos::sroute:91f4f4b6-8d2c-4965-bb1e-e20d530b52fd,Carting,trip-153695896684177060,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-14 21:02:46.842183,2018-09-14 22:33:42.038623,90.0,True,18,2018-09-14 21:57:20,18.328171962989025,32.0,30.0,26.8935,1.0666666666666669,16.0,15.0,14.684,1.0666666666666669
training,2018-09-14 21:02:46.842183,thanos::sroute:91f4f4b6-8d2c-4965-bb1e-e20d530b52fd,Carting,trip-153695896684177060,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560048AAB,Bengaluru_Hoodi_IP (Karnataka),2018-09-14 21:02:46.842183,2018-09-14 22:33:42.038623,90.0,False,18,2018-09-14 21:57:20,18.454982870134923,32.0,30.0,26.8935,1.0666666666666669,0.0,0.0,0.0,-1.0
training,2018-09-23 18:34:27.055780,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Carting,trip-153772766705552730,IND683511AAA,Aluva_Peedika_H (Kerala),IND000000ABA,Cochin_Chtrpuza_D (Kerala),2018-09-23 18:34:27.055780,2018-09-24 02:03:42.428682,449.0,True,9,2018-09-24 01:23:18,9.014421265147936,22.0,18.0,15.4186,1.2222222222222223,22.0,18.0,15.4186,1.2222222222222223
training,2018-09-23 18:34:27.055780,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Carting,trip-153772766705552730,IND683511AAA,Aluva_Peedika_H (Kerala),IND000000ABA,Cochin_Chtrpuza_D (Kerala),2018-09-23 18:34:27.055780,2018-09-24 02:03:42.428682,449.0,True,18,2018-09-24 01:07:18,18.07155196849796,38.0,28.0,26.605400000000003,1.3571428571428572,16.0,12.0,12.0064,1.3333333333333333
training,2018-09-23 18:34:27.055780,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Carting,trip-153772766705552730,IND683511AAA,Aluva_Peedika_H (Kerala),IND000000ABA,Cochin_Chtrpuza_D (Kerala),2018-09-23 18:34:27.055780,2018-09-24 02:03:42.428682,449.0,False,20,2018-09-24 01:01:18,20.63412610447538,44.0,30.0,29.6922,1.4666666666666666,6.0,3.0,4.3418,2.0
training,2018-09-23 18:34:27.055780,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Carting,trip-153772766705552730,IND683565AAA,Kunnathund_Pringla_D (Kerala),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-24 02:44:44.987863,2018-09-24 03:55:03.665583,70.0,True,9,2018-09-24 03:19:17,9.372549340079445,34.0,14.0,12.3088,2.4285714285714284,34.0,14.0,12.3088,2.4285714285714284
training,2018-09-23 18:34:27.055780,thanos::sroute:69a1fd98-6014-465b-ab22-872aac85e271,Carting,trip-153772766705552730,IND683565AAA,Kunnathund_Pringla_D (Kerala),IND683511AAA,Aluva_Peedika_H (Kerala),2018-09-24 02:44:44.987863,2018-09-24 03:55:03.665583,70.0,False,12,2018-09-24 03:11:21,12.432932806230378,41.0,20.0,15.9314,2.05,7.0,5.0,3.6226,1.4
training,2018-09-21 04:03:37.268445,thanos::sroute:a35bdc5d-fa1e-4e69-8005-90dec13ad421,Carting,trip-153750261726814596,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411036AAA,Pune_Mundhawa_L (Maharashtra),2018-09-21 04:03:37.268445,2018-09-21 09:36:05.083241,332.0,True,9,2018-09-21 07:16:05,9.287627563054045,39.0,14.0,10.9305,2.7857142857142856,39.0,14.0,10.9305,2.7857142857142856
training,2018-09-21 04:03:37.268445,thanos::sroute:a35bdc5d-fa1e-4e69-8005-90dec13ad421,Carting,trip-153750261726814596,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411036AAA,Pune_Mundhawa_L (Maharashtra),2018-09-21 04:03:37.268445,2018-09-21 09:36:05.083241,332.0,True,18,2018-09-21 06:47:58,18.35135468149819,67.0,24.0,21.9703,2.7916666666666665,28.0,10.0,11.0399,2.8
training,2018-09-21 04:03:37.268445,thanos::sroute:a35bdc5d-fa1e-4e69-8005-90dec13ad421,Carting,trip-153750261726814596,IND411033AAA,Pune_Tathawde_H (Maharashtra),IND411036AAA,Pune_Mundhawa_L (Maharashtra),2018-09-21 04:03:37.268445,2018-09-21 09:36:05.083241,332.0,False,21,2018-09-21 05:01:55,21.317293322038807,174.0,29.0,25.8627,6.0,106.0,6.0,3.7184,17.666666666666668
training,2018-09-20 16:42:38.200833,thanos::sroute:fab2692f-afb3-42a1-a7c8-ad975de42fdd,Carting,trip-153746175820057548,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500080AAB,Hyderabad_Chikdply_I (Telangana),2018-09-20 16:42:38.200833,2018-09-20 18:55:19.924991,132.0,True,9,2018-09-20 18:23:19,9.103020481196957,24.0,13.0,12.1822,1.8461538461538465,24.0,13.0,12.1822,1.8461538461538465
training,2018-09-20 16:42:38.200833,thanos::sroute:fab2692f-afb3-42a1-a7c8-ad975de42fdd,Carting,trip-153746175820057548,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500080AAB,Hyderabad_Chikdply_I (Telangana),2018-09-20 16:42:38.200833,2018-09-20 18:55:19.924991,132.0,True,18,2018-09-20 18:07:20,19.30057861741701,39.0,19.0,23.1135,2.0526315789473686,15.0,10.0,13.1605,1.5
training,2018-09-20 16:42:38.200833,thanos::sroute:fab2692f-afb3-42a1-a7c8-ad975de42fdd,Carting,trip-153746175820057548,IND501359AAE,Hyderabad_Shamshbd_H (Telangana),IND500080AAB,Hyderabad_Chikdply_I (Telangana),2018-09-20 16:42:38.200833,2018-09-20 18:55:19.924991,132.0,False,21,2018-09-20 18:01:23,21.73516167121449,45.0,24.0,29.0442,1.875,5.0,5.0,5.9307,1.0
training,2018-09-19 02:32:06.130263,thanos::sroute:af5d623d-d25a-4916-b7f1-4f38484d9750,Carting,trip-153732432612985936,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-19 02:32:06.130263,2018-09-19 04:50:37.847033,138.0,True,9,2018-09-19 04:14:38,9.031628775218463,26.0,9.0,12.9134,2.888888888888889,26.0,9.0,12.9134,2.888888888888889
training,2018-09-19 02:32:06.130263,thanos::sroute:af5d623d-d25a-4916-b7f1-4f38484d9750,Carting,trip-153732432612985936,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-19 02:32:06.130263,2018-09-19 04:50:37.847033,138.0,True,18,2018-09-19 02:32:06.130263,19.187353790854527,129.0,21.0,25.6139,6.142857142857143,102.0,11.0,12.7005,9.272727272727272
training,2018-09-19 02:32:06.130263,thanos::sroute:af5d623d-d25a-4916-b7f1-4f38484d9750,Carting,trip-153732432612985936,IND400072AAD,Mumbai_Chndivli_PC (Maharashtra),IND421302AAG,Bhiwandi_Mankoli_HB (Maharashtra),2018-09-19 02:32:06.130263,2018-09-19 04:50:37.847033,138.0,False,20,2018-09-19 02:32:06.130263,20.70381557913416,129.0,21.0,25.6139,6.142857142857143,0.0,0.0,0.0,-1.0
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND843105AAB,Dholi_WardNo4_D (Bihar),2018-09-27 23:28:49.024899,2018-09-28 00:59:16.740995,90.0,True,22,2018-09-28 00:02:34,22.2639238488273,36.0,16.0,22.8507,2.25,36.0,16.0,22.8507,2.25
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),IND843105AAB,Dholi_WardNo4_D (Bihar),2018-09-27 23:28:49.024899,2018-09-28 00:59:16.740995,90.0,False,21,2018-09-28 00:02:34,21.85762547883434,36.0,15.0,22.376900000000003,2.4,0.0,0.0,0.4738,-1.0
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND843105AAB,Dholi_WardNo4_D (Bihar),IND848101AAA,Samastipur_Haripur_D (Bihar),2018-09-28 00:59:16.740995,2018-09-28 03:12:13.777220,132.0,True,22,2018-09-28 01:35:37,22.18743473031788,75.0,19.0,26.4749,3.947368421052632,75.0,19.0,26.4749,3.947368421052632
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND843105AAB,Dholi_WardNo4_D (Bihar),IND848101AAA,Samastipur_Haripur_D (Bihar),2018-09-28 00:59:16.740995,2018-09-28 03:12:13.777220,132.0,False,24,2018-09-28 01:29:34,24.81824262914943,81.0,21.0,29.1631,3.857142857142857,6.0,1.0,2.6882,6.0
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND848101AAA,Samastipur_Haripur_D (Bihar),IND844505AAB,HazratJandaha_HajiprRD_D (Bihar),2018-09-28 03:12:13.777220,2018-09-28 04:47:49.577092,95.0,True,22,2018-09-28 03:59:40,22.00155875186199,48.0,18.0,25.5189,2.6666666666666665,48.0,18.0,25.5189,2.6666666666666665
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND848101AAA,Samastipur_Haripur_D (Bihar),IND844505AAB,HazratJandaha_HajiprRD_D (Bihar),2018-09-28 03:12:13.777220,2018-09-28 04:47:49.577092,95.0,False,22,2018-09-28 03:59:40,22.486563955583826,48.0,18.0,26.1004,2.6666666666666665,0.0,0.0,0.5815,-1.0
test,2018-09-27 23:28:49.024899,thanos::sroute:6bf2330c-ffa7-4cb7-ba9c-b8848a500b41,FTL,trip-153809092902465029,IND844505AAB,HazratJandaha_HajiprRD_D (Bihar),IND842001AAA,Muzaffrpur_Bbganj_I (Bihar),2018-09-28 04:47:49.577092,2018-09-28 14:08:35.618753,560.0,False,46,2018-09-28 05:14:52,46.64085906324392,527.0,52.0,73.9808,10.134615384615383,527.0,52.0,73.9808,10.134615384615383
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,True,9,2018-09-26 22:33:16,9.522564080941784,16.0,11.0,13.962,1.4545454545454546,16.0,11.0,13.962,1.4545454545454546
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,True,18,2018-09-26 22:21:16,18.50223194072737,28.0,21.0,24.3221,1.3333333333333333,12.0,10.0,10.3601,1.2
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,True,27,2018-09-26 22:01:16,28.01954800134959,48.0,43.0,44.4671,1.1162790697674418,20.0,21.0,20.4254,0.9523809523809524
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,True,36,2018-09-26 21:29:22,36.87400700798699,79.0,54.0,55.4922,1.462962962962963,31.0,10.0,11.0251,3.1
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,True,45,2018-09-26 21:15:19,45.56980111381964,93.0,64.0,66.3315,1.453125,14.0,10.0,10.8393,1.4
training,2018-09-26 18:44:07.058949,thanos::sroute:42a015a2-fd46-490b-aca0-4cc8ba7e3d4f,Carting,trip-153798744705871270,IND000000ACB,Gurgaon_Bilaspur_HB (Haryana),IND121002AAB,Faridabad_Mthurard_L (Haryana),2018-09-26 18:44:07.058949,2018-09-26 22:59:43.473902,255.0,False,47,2018-09-26 20:57:15,47.77157558494989,112.0,68.0,70.526,1.6470588235294117,18.0,4.0,4.1945,4.5
test,2018-10-03 20:30:20.208040,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153859862020779355,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-10-03 20:30:20.208040,2018-10-04 00:19:42.059974,229.0,True,9,2018-10-03 22:08:30,9.409164738853445,15.0,12.0,11.7329,1.25,15.0,12.0,11.7329,1.25
test,2018-10-03 20:30:20.208040,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153859862020779355,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-10-03 20:30:20.208040,2018-10-04 00:19:42.059974,229.0,True,18,2018-10-03 21:59:29,18.501164675627763,24.0,21.0,21.6674,1.1428571428571428,9.0,9.0,9.9345,1.0
test,2018-10-03 20:30:20.208040,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153859862020779355,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-10-03 20:30:20.208040,2018-10-04 00:19:42.059974,229.0,True,27,2018-10-03 21:44:31,27.001862588826977,38.0,35.0,34.1016,1.0857142857142856,14.0,13.0,12.4342,1.0769230769230769
test,2018-10-03 20:30:20.208040,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153859862020779355,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-10-03 20:30:20.208040,2018-10-04 00:19:42.059974,229.0,True,36,2018-10-03 21:29:28,36.81744048342339,54.0,48.0,45.8694,1.125,15.0,14.0,13.227,1.0714285714285714
test,2018-10-03 20:30:20.208040,thanos::sroute:095a600e-3b47-4e00-b27b-d95cc1def761,Carting,trip-153859862020779355,IND560099AAB,Bengaluru_Bomsndra_HB (Karnataka),IND560300AAA,Bengaluru_KGAirprt_HB (Karnataka),2018-10-03 20:30:20.208040,2018-10-04 00:19:42.059974,229.0,False,41,2018-10-03 21:23:29,41.079590703019946,60.0,54.0,51.0705,1.1111111111111112,5.0,5.0,5.2011,1.0
training,2018-09-15 13:10:31.896375,thanos::sroute:c5efb285-4f4b-43f8-9b74-2c6e7fa85623,Carting,trip-153701703189614768,IND700136AAG,Kolkata_Narynpur_C (West Bengal),IND712310AAA,Kolkata_Dankuni_P (West Bengal),2018-09-15 13:10:31.896375,2018-09-15 16:24:06.987913,193.0,True,9,2018-09-15 15:21:23,9.718839798910484,52.0,9.0,11.774,5.777777777777778,52.0,9.0,11.774,5.777777777777778
training,2018-09-15 13:10:31.896375,thanos::sroute:c5efb285-4f4b-43f8-9b74-2c6e7fa85623,Carting,trip-153701703189614768,IND700136AAG,Kolkata_Narynpur_C (West Bengal),IND712310AAA,Kolkata_Dankuni_P (West Bengal),2018-09-15 13:10:31.896375,2018-09-15 16:24:06.987913,193.0,True,18,2018-09-15 14:17:56,18.03653729304372,115.0,20.0,23.8407,5.75,63.0,11.0,12.0666,5.727272727272728
training,2018-09-15 13:10:31.896375,thanos::sroute:c5efb285-4f4b-43f8-9b74-2c6e7fa85623,Carting,trip-153701703189614768,IND700136AAG,Kolkata_Narynpur_C (West Bengal),IND712310AAA,Kolkata_Dankuni_P (West Bengal),2018-09-15 13:10:31.896375,2018-09-15 16:24:06.987913,193.0,False,18,2018-09-15 14:17:56,18.03653729304372,115.0,20.0,23.8407,5.75,0.0,0.0,0.0,-1.0
test,2018-09-29 06:11:13.981638,thanos::sroute:90ea19bd-4905-4ed9-88cd-ba1d66aa1a26,Carting,trip-153820147398140462,IND560058AAB,Bengaluru_Peenya_IP (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-29 06:11:13.981638,2018-09-29 07:14:38.702492,63.0,True,9,2018-09-29 06:32:34,10.094267149830218,27.0,22.0,16.2042,1.2272727272727273,27.0,22.0,16.2042,1.2272727272727273
test,2018-09-29 06:11:13.981638,thanos::sroute:90ea19bd-4905-4ed9-88cd-ba1d66aa1a26,Carting,trip-153820147398140462,IND560058AAB,Bengaluru_Peenya_IP (Karnataka),IND562132AAA,Bangalore_Nelmngla_H (Karnataka),2018-09-29 06:11:13.981638,2018-09-29 07:14:38.702492,63.0,False,9,2018-09-29 06:32:34,9.894872032362615,27.0,22.0,16.409200000000002,1.2272727272727273,0.0,0.0,0.2049,-1.0
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),IND533308AAB,Mandapeta_Mainrd_D (Andhra Pradesh),2018-09-18 18:44:12.500849,2018-09-18 22:39:07.517082,234.0,False,20,2018-09-18 20:53:24,20.95148670562788,101.0,28.0,33.1112,3.607142857142857,101.0,28.0,33.1112,3.607142857142857
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533308AAB,Mandapeta_Mainrd_D (Andhra Pradesh),IND533003AAA,Kakinada_DC (Andhra Pradesh),2018-09-18 22:39:07.517082,2018-09-19 00:37:34.871737,118.0,True,22,2018-09-18 23:31:18,23.268584680800902,50.0,32.0,34.5541,1.5625,50.0,32.0,34.5541,1.5625
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533308AAB,Mandapeta_Mainrd_D (Andhra Pradesh),IND533003AAA,Kakinada_DC (Andhra Pradesh),2018-09-18 22:39:07.517082,2018-09-19 00:37:34.871737,118.0,False,33,2018-09-18 23:03:20,33.557511527488046,77.0,41.0,44.3405,1.8780487804878048,27.0,14.0,15.3386,1.9285714285714288
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533003AAA,Kakinada_DC (Andhra Pradesh),IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),2018-09-19 00:37:34.871737,2018-09-19 03:18:39.734904,161.0,True,22,2018-09-19 02:23:21,22.61332764550196,50.0,21.0,25.6509,2.380952380952381,50.0,21.0,25.6509,2.380952380952381
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533003AAA,Kakinada_DC (Andhra Pradesh),IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),2018-09-19 00:37:34.871737,2018-09-19 03:18:39.734904,161.0,True,44,2018-09-19 01:47:23,44.13917059141524,85.0,41.0,52.4801,2.073170731707317,35.0,20.0,26.8292,1.75
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533003AAA,Kakinada_DC (Andhra Pradesh),IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),2018-09-19 00:37:34.871737,2018-09-19 03:18:39.734904,161.0,False,53,2018-09-19 01:25:20,53.77461126206931,108.0,49.0,63.8335,2.204081632653061,22.0,8.0,11.3534,2.75
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),2018-09-19 03:18:39.734904,2018-09-19 07:52:54.789491,274.0,True,22,2018-09-19 06:07:16,22.843976411256637,96.0,18.0,24.9866,5.333333333333333,96.0,18.0,24.9866,5.333333333333333
training,2018-09-18 18:44:12.500849,thanos::sroute:14465f3f-3911-46b4-9256-0ddc7f55b293,FTL,trip-153729625250061939,IND533401AAA,Tuni_Eaglvari_D (Andhra Pradesh),IND533106AAA,Rajamundry_AtoNgrRd_I (Andhra Pradesh),2018-09-19 03:18:39.734904,2018-09-19 07:52:54.789491,274.0,True,44,2018-09-19 05:08:33,44.30730506586192,155.0,34.0,48.0683,4.5588235294117645,58.0,16.0,23.0817,3.625
